,id,identity,path,split,keypoints
0,000012e43ecad67a,36_xingda,iPanda50-images/36_xingda/36_v040_f000110.jpg,test,"[nan, nan, nan, nan, 799.1578947368421, 377.1052631578947, 904.421052631579, 216.57894736842104]"
1,000322ab6c96fb1d,37_xinger,iPanda50-images/37_xinger/37_v038_f001370.jpg,train,"[120.27906976744185, 132.55813953488374, 128.41860465116278, 116.27906976744187, 158.65116279069767, 149.41860465116278, 161.55813953488374, 131.97674418604652]"
2,0006ec8d36dfe8ca,01_aoliao,iPanda50-images/01_aoliao/01_v002_f000050.jpg,train,"[259.66666666666663, 95.77777777777777, 253.0, 73.55555555555556, nan, nan, nan, nan]"
3,0007464d66d9892e,33_wuyi,iPanda50-images/33_wuyi/33_v078_f001895.jpg,test,"[nan, nan, nan, nan, 255.5625, 408.9375, 269.625, 327.6875]"
4,0010147ec2c8da72,47_yingying,iPanda50-images/47_yingying/47_v338_f000005.jpg,train,"[424.57894736842104, 182.21052631578945, 414.0526315789473, 134.8421052631579, nan, nan, nan, nan]"
5,0013f1b7b91e01f8,15_maosun,iPanda50-images/15_maosun/15_v026_f000175.jpg,train,"[154.1282051282051, 106.6923076923077, 153.48717948717947, 91.3076923076923, 197.71794871794873, 118.87179487179486, 198.35897435897436, 102.84615384615384]"
6,001c6264a2f5f752,09_fushun,iPanda50-images/09_fushun/09_v006_f000125.jpg,train,"[480.83116883116884, 217.48051948051946, 439.27272727272725, 164.23376623376623, nan, nan, nan, nan]"
7,001ca3ca8f4fa7e4,10_hexing,iPanda50-images/10_hexing/10_v019_f004675.jpg,train,"[77.58490566037733, 131.1320754716981, 74.75471698113205, 100.94339622641509, 119.09433962264148, 85.84905660377358, 114.377358490566, 63.20754716981132]"
8,0020a15b4a6b3704,36_xingda,iPanda50-images/36_xingda/36_v023_f000005.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
9,002b266d2abbf1aa,19_nannan,iPanda50-images/19_nannan/19_v053_f004105.jpg,train,"[nan, nan, nan, nan, 79.56862745098039, 525.4901960784314, 58.98039215686275, 500.0]"
10,0038a9069c9a37c5,08_fulai,iPanda50-images/08_fulai/08_v002_f003335.jpg,train,"[nan, nan, nan, nan, 240.75949367088606, 98.53164556962025, 215.44303797468353, 68.15189873417721]"
11,003b9bc1d4a237f9,31_shurong,iPanda50-images/31_shurong/31_v005_f003810.jpg,test,"[117.93939393939394, 347.8787878787879, 120.96969696969697, 331.5151515151515, 161.57575757575756, 340.60606060606057, 163.39393939393938, 324.8484848484848]"
12,004711ed7882e56f,44_yayi,iPanda50-images/44_yayi/44_v045_f006190.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
13,00527ab119c86c48,39_xinghui,iPanda50-images/39_xinghui/39_v009_f000330.jpg,train,"[501.44444444444446, 309.88888888888886, 534.7777777777777, 271.0, nan, nan, nan, nan]"
14,0054fa16cfdcb786,28_sa,iPanda50-images/28_sa/28_v078_f000820.jpg,test,"[nan, nan, nan, nan, nan, nan, nan, nan]"
15,005c3e10822ff7c6,14_maodou,iPanda50-images/14_maodou/14_v039_f000710.jpg,train,"[342.96178343949043, 140.76433121019107, 334.68152866242036, 116.56050955414013, nan, nan, nan, nan]"
16,005cd8fffaafbe74,14_maodou,iPanda50-images/14_maodou/14_v040_f000905.jpg,test,"[311.63291139240505, 227.1139240506329, 306.56962025316454, 184.0759493670886, 402.77215189873414, 168.88607594936707, 371.126582278481, 147.36708860759492]"
17,006487d64d4e2eb4,00_aibang,iPanda50-images/00_aibang/00_v034_f000650.jpg,test,"[67.27272727272727, 262.6363636363636, 58.18181818181818, 229.90909090909088, 138.18181818181816, 242.63636363636363, 131.8181818181818, 209.90909090909088]"
18,007a5803017c71f9,21_nina,iPanda50-images/21_nina/21_v001_f002280.jpg,train,"[119.7142857142857, 94.99999999999999, 111.14285714285711, 68.57142857142857, 141.1428571428571, 37.14285714285714, 122.57142857142856, 29.999999999999996]"
19,007aa0efdf0bde1b,35_xilan,iPanda50-images/35_xilan/35_v015_f004590.jpg,train,"[218.56198347107437, 66.94214876033058, 210.29752066115702, 45.45454545454545, nan, nan, nan, nan]"
20,007d4168c6c7a2ae,19_nannan,iPanda50-images/19_nannan/19_v089_f001790.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
21,007ec6712de5a70a,33_wuyi,iPanda50-images/33_wuyi/33_v088_f000050.jpg,train,"[469.7777777777777, 356.6666666666667, 476.44444444444446, 315.55555555555554, 563.1111111111111, 378.88888888888886, 558.6666666666666, 344.44444444444446]"
22,008ba6b54ffce6d8,47_yingying,iPanda50-images/47_yingying/47_v081_f003485.jpg,train,"[95.24999999999997, 349.8928571428571, 85.42857142857142, 317.74999999999994, 170.25, 359.71428571428567, 164.0, 328.46428571428567]"
23,008fc6d12e7cd6f0,49_yuanrun,iPanda50-images/49_yuanrun/49_v008_f000001.jpg,test,"[257.3235294117647, 145.58823529411762, 257.3235294117647, 116.91176470588235, 310.99999999999994, 150.73529411764704, 301.44117647058823, 129.41176470588235]"
24,00920389045d95f1,36_xingda,iPanda50-images/36_xingda/36_v030_f000415.jpg,train,"[301.0, 194.3125, 319.75, 136.5, 458.8125, 122.4375, 419.75, 74.0]"
25,009d5c1a74946f1e,34_xiaoqiao,iPanda50-images/34_xiaoqiao/34_v013_f002000.jpg,train,"[241.65420560747663, 255.14018691588782, 240.7196261682243, 215.8878504672897, 314.55140186915884, 205.60747663551402, 304.27102803738313, 173.83177570093457]"
26,009dc23731239b4a,16_maotao,iPanda50-images/16_maotao/16_v038_f002265.jpg,train,"[169.49180327868854, 421.5737704918033, 164.5737704918033, 378.95081967213116, 285.88524590163934, 423.21311475409834, 285.88524590163934, 359.27868852459017]"
27,009ddb602be31b79,48_yongbang,iPanda50-images/48_yongbang/48_v062_f002480.jpg,train,"[450.2647058823529, 235.2941176470588, 451.735294117647, 208.8235294117647, nan, nan, nan, nan]"
28,00a1c3e820a57032,11_jiaoao,iPanda50-images/11_jiaoao/11_v011_f003440.jpg,train,"[nan, nan, nan, nan, 579.2631578947368, 192.68421052631578, 568.7368421052631, 157.94736842105263]"
29,00a704e4c2dabee0,49_yuanrun,iPanda50-images/49_yuanrun/49_20150303-110300_س×ؤê_ش°بَ±كؤسر÷±ك؟ذيµيµئ¨¹ة_1655.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
30,00a816a9d627c63c,36_xingda,iPanda50-images/36_xingda/36_v044_f001900.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
31,00b436df05c1089a,28_sa,iPanda50-images/28_sa/28_v094_f000075.jpg,train,"[312.3448275862069, 106.89655172413794, 320.96551724137936, 89.65517241379311, 368.3793103448276, 121.55172413793105, 358.0344827586207, 94.82758620689656]"
32,00c5d41eb84da139,35_xilan,iPanda50-images/35_xilan/35_v028_f001305.jpg,train,"[136.5505617977528, 208.98876404494382, 135.42696629213484, 169.6629213483146, 212.95505617977528, 179.7752808988764, 201.7191011235955, 146.06741573033707]"
33,00c62f853d11eed0,35_xilan,iPanda50-images/35_xilan/35_v060_f000060.jpg,train,"[48.502958579881664, 86.3905325443787, 49.09467455621302, 68.63905325443787, 88.14792899408283, 72.18934911242604, 76.31360946745562, 60.35502958579882]"
34,00d5b918e6c03603,02_baolan,iPanda50-images/02_baolan/02_v017_f000095.jpg,train,"[79.18018018018017, 334.2342342342342, 73.77477477477477, 321.6216216216216, 133.23423423423424, 361.2612612612612, 117.9189189189189, 333.3333333333333]"
35,00dd7faa9c51f9f4,31_shurong,iPanda50-images/31_shurong/31_v008_f000245.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
36,00de7dc1d7ab0401,31_shurong,iPanda50-images/31_shurong/31_v005_f003305.jpg,test,"[216.13533834586465, 411.2781954887218, 224.406015037594, 378.1954887218045, 303.3533834586466, 410.52631578947364, 298.84210526315786, 374.4360902255639]"
37,00e1b9f4a7614ef0,02_baolan,iPanda50-images/02_baolan/02_v019_f000005.jpg,train,"[225.47058823529414, 76.82352941176471, 211.3529411764706, 52.11764705882353, nan, nan, nan, nan]"
38,00e1d218a009ed58,23_qiubang,iPanda50-images/23_qiubang/23_v017_f000005.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
39,00e3cbf9e0258dac,26_qiyuan,iPanda50-images/26_qiyuan/26_v040_f000540.jpg,train,"[196.15789473684208, 155.89473684210526, 184.57894736842104, 125.36842105263158, nan, nan, nan, nan]"
40,00e67836eb41e4b5,04_chengdui,iPanda50-images/04_chengdui/04_v006_f000365.jpg,train,"[nan, nan, nan, nan, 92.25842696629213, 608.9213483146067, 88.8876404494382, 584.2022471910112]"
41,00ef16e5833c9b5b,35_xilan,iPanda50-images/35_xilan/35_v092_f000670.jpg,train,"[86.76377952755905, 442.5196850393701, 77.31496062992125, 422.8346456692913, 142.66929133858267, 451.9685039370079, 140.30708661417322, 431.496062992126]"
42,00f22e2654d94368,08_fulai,iPanda50-images/08_fulai/08_v002_f000225.jpg,train,"[nan, nan, nan, nan, 182.46153846153845, 87.46153846153845, 177.0769230769231, 68.23076923076923]"
43,00fb61365c0461ee,00_aibang,iPanda50-images/00_aibang/00_v021_f005530.jpg,train,"[327.0, 92.0, 315.0, 68.0, nan, nan, nan, nan]"
44,00ff8d1f600f74c9,28_sa,iPanda50-images/28_sa/28_v078_f000545.jpg,train,"[382.40677966101697, 338.98305084745766, 396.81355932203394, 316.10169491525426, nan, nan, nan, nan]"
45,010d2fb580631952,29_shuangxiong,iPanda50-images/29_shuangxiong/29_v001_f000005.jpg,train,"[374.7462686567164, 411.910447761194, 335.94029850746267, 364.14925373134326, 495.64179104477614, 313.4029850746268, 435.94029850746267, 279.07462686567163]"
46,0111f4309caa82ff,46_yazhu,iPanda50-images/46_yazhu/46_v026_f000560.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
47,0112efbb07a9e82c,44_yayi,iPanda50-images/44_yayi/44_v019_f002400.jpg,train,"[nan, nan, nan, nan, 407.10714285714283, 123.10714285714285, 410.6785714285714, 93.64285714285714]"
48,011a72c24fa1c14f,14_maodou,iPanda50-images/14_maodou/14_v023_f000005.jpg,train,"[298.0, 284.910447761194, 303.97014925373134, 220.73134328358208, 430.8358208955224, 281.92537313432837, 430.8358208955224, 228.19402985074623]"
49,013306b25f5d52a3,30_shuqing,iPanda50-images/30_shuqing/30_v001_f005695.jpg,train,"[150.1764705882353, 413.64705882352945, 149.0, 371.29411764705884, 250.1764705882353, 391.29411764705884, 243.11764705882354, 356.0]"
50,0135e00505346b71,36_xingda,iPanda50-images/36_xingda/36_v017_f013235.jpg,test,"[nan, nan, nan, nan, nan, nan, nan, nan]"
51,014a7cba429ca969,39_xinghui,iPanda50-images/39_xinghui/39_v014_f002170.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
52,014aee9b9cd23510,33_wuyi,iPanda50-images/33_wuyi/33_v077_f005940.jpg,test,"[39.0, 351.0, 44.0, 316.0, 121.0, 357.0, 121.0, 321.0]"
53,0158ec83ea4e0055,10_hexing,iPanda50-images/10_hexing/10_v025_f000280.jpg,train,"[231.5876288659794, 160.82474226804123, 231.5876288659794, 134.02061855670104, 274.88659793814435, 181.44329896907217, 275.9175257731959, 162.88659793814435]"
54,015a839afe858227,10_hexing,iPanda50-images/10_hexing/10_v046_f000005.jpg,test,"[201.8048780487805, 127.45528455284554, 203.4308943089431, 117.69918699186992, 248.14634146341461, 155.91056910569105, 235.9512195121951, 124.20325203252033]"
55,01661036a2c9dece,00_aibang,iPanda50-images/00_aibang/00_v021_f000455.jpg,train,"[229.60869565217388, 226.9565217391304, 227.86956521739125, 213.91304347826085, 274.8260869565217, 233.91304347826085, 270.4782608695652, 213.04347826086953]"
56,0167f91b4b783389,49_yuanrun,iPanda50-images/49_yuanrun/49_20150403-094000_幼年园_园润_找竹笋吃找到了奥莉奥的身上_1890.jpg,test,"[47.177570093457945, 424.29906542056074, 45.30841121495327, 400.0, 106.05607476635512, 441.12149532710276, 91.10280373831775, 409.3457943925233]"
57,0168c637aa6a4b2b,35_xilan,iPanda50-images/35_xilan/35_v010_f002055.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
58,0178c1bc45369095,04_chengdui,iPanda50-images/04_chengdui/04_410.jpg,train,"[nan, nan, nan, nan, 125.52475247524751, 431.66336633663366, 98.79207920792079, 408.8910891089109]"
59,017df1f18b2c1e7f,10_hexing,iPanda50-images/10_hexing/10_v027_f000195.jpg,train,"[142.5, 258.1666666666667, 141.66666666666669, 228.16666666666669, 216.66666666666669, 254.0, 212.5, 219.83333333333334]"
60,018d8dc790c867c7,39_xinghui,iPanda50-images/39_xinghui/39_v011_f000835.jpg,train,"[103.71698113207546, 446.64150943396226, 111.26415094339622, 412.6792452830189, nan, nan, nan, nan]"
61,019d60453ed5b491,36_xingda,iPanda50-images/36_xingda/36_v035_f000145.jpg,train,"[224.84210526315786, 85.26315789473684, 238.52631578947364, 59.99999999999999, 294.31578947368416, 106.3157894736842, 293.2631578947368, 71.57894736842104]"
62,01a95739dd5bc908,37_xinger,iPanda50-images/37_xinger/37_v040_f000765.jpg,train,"[271.45544554455444, 599.990099009901, 265.5148514851485, 576.2277227722773, 317.990099009901, 578.2079207920792, 327.8910891089109, 560.3861386138614]"
63,01b1658aa54e7d95,36_xingda,iPanda50-images/36_xingda/36_v033_f003005.jpg,train,"[186.9746835443038, 232.91139240506328, 186.9746835443038, 191.13924050632912, 294.56962025316454, 230.37974683544303, 269.253164556962, 182.27848101265823]"
64,01b2e8850f1fc21f,16_maotao,iPanda50-images/16_maotao/16_v018_f000670.jpg,train,"[199.16666666666669, 88.58333333333334, 196.04166666666669, 63.58333333333334, 265.83333333333337, 96.91666666666667, 262.70833333333337, 78.16666666666667]"
65,01c2094188590e09,22_nini,iPanda50-images/22_nini/22_v012_f000195.jpg,train,"[125.25889967637542, 42.394822006472495, 124.61165048543691, 34.95145631067961, nan, nan, nan, nan]"
66,01f02af0cae3ba3f,00_aibang,iPanda50-images/00_aibang/00_v150_f001680.jpg,train,"[221.54794520547944, 415.06849315068496, 206.47945205479454, 378.0821917808219, 318.80821917808225, 446.5753424657534, 302.36986301369865, 405.47945205479454]"
67,02073b2ad86166d9,39_xinghui,iPanda50-images/39_xinghui/39_v008_f001020.jpg,test,"[488.6103896103896, 568.7402597402597, 528.8701298701299, 521.9870129870129, 666.5324675324675, 570.038961038961, 676.922077922078, 519.3896103896104]"
68,0214feea258808cc,10_hexing,iPanda50-images/10_hexing/10_v096_f000715.jpg,train,"[37.875, 180.35714285714283, 39.66071428571428, 167.41071428571428, 74.03571428571428, 183.92857142857142, 69.12499999999999, 165.62499999999997]"
69,022327dd5440d178,17_meibang,iPanda50-images/17_meibang/17_v017_f000540.jpg,train,"[321.3333333333333, 241.42424242424244, 325.37373737373736, 208.0909090909091, 369.8181818181818, 188.8989898989899, 365.77777777777777, 172.73737373737373]"
70,022e66bf70ccc3a0,00_aibang,iPanda50-images/00_aibang/00_v002_f002930.jpg,train,"[226.11023622047242, 102.36220472440945, 222.1732283464567, 84.25196850393701, nan, nan, nan, nan]"
71,0246d9dd00e495d8,28_sa,iPanda50-images/28_sa/28_v006_f000005.jpg,train,"[nan, nan, nan, nan, nan, nan, nan, nan]"
72,024937460548d102,14_maodou,iPanda50-images/14_maodou/14_v003_f000710.jpg,test,"[198.62809917355372, 229.5785123966942, 196.97520661157026, 199.0, 287.05785123966945, 218.00826446280993, 276.3140495867769, 187.4297520661157]"
73,024c70adde0afe0c,15_maosun,iPanda50-images/15_maosun/15_v008_f000005.jpg,train,"[286.24175824175825, 205.69230769230768, 276.35164835164835, 172.72527472527472, 378.5494505494505, 233.16483516483515, 381.8461538461538, 198.0]"
74,024f11d6b9bd1a16,32_susu,iPanda50-images/32_susu/32_v049_f000525.jpg,train,"[844.9696969696969, 121.75757575757575, 861.6363636363636, 91.45454545454544, 908.6060606060605, 180.84848484848482, 940.4242424242424, 156.60606060606057]"
75,0257f59ae018ab6a,26_qiyuan,iPanda50-images/26_qiyuan/26_v027_f000060.jpg,train,"[409.0, 171.0, 402.0, 139.0, nan, nan, nan, nan]"
76,026b5bad062ddc0d,27_rourou,iPanda50-images/27_rourou/27_v012_f001780.jpg,test,"[nan, nan, nan, nan, 135.36363636363637, 167.3939393939394, 116.17171717171718, 138.1010101010101]"
